Strekningsnavn;Intervallstart;Reell reisetid (sek);Normalreisetid (sek);Forsinkelse (sek);Antall biler;Lengde (m);Stipulert;Hastighet (km/t)
Klett - Studentersamfunnet;02.01.2014 04:15;607;840;0;1;12322;;73.08
Klett - Studentersamfunnet;02.01.2014 04:20;706;840;0;1;12322;;62.83
Klett - Studentersamfunnet;02.01.2014 04:25;648;840;0;1;12322;;68.46
Klett - Studentersamfunnet;02.01.2014 04:30;675;840;0;1;12322;;65.72
Klett - Studentersamfunnet;02.01.2014 04:35;621;840;0;3;12322;;71.43
Klett - Studentersamfunnet;02.01.2014 04:40;686;840;0;2;12322;;64.66
Klett - Studentersamfunnet;02.01.2014 04:45;602;840;0;4;12322;;73.69
Klett - Studentersamfunnet;02.01.2014 04:50;593;840;0;1;12322;;74.80
Klett - Studentersamfunnet;02.01.2014 04:55;711;840;0;1;12322;;62.39
Klett - Studentersamfunnet;02.01.2014 05:00;656;840;0;2;12322;;67.62
Klett - Studentersamfunnet;02.01.2014 05:05;592;840;0;2;12322;;74.93
Klett - Studentersamfunnet;02.01.2014 05:10;711;840;0;4;12322;;62.39
Klett - Studentersamfunnet;02.01.2014 05:15;579;840;0;2;12322;;76.61
Klett - Studentersamfunnet;02.01.2014 05:20;603;840;0;4;12322;;73.56
Klett - Studentersamfunnet;02.01.2014 05:25;607;840;0;5;12322;;73.08
Klett - Studentersamfunnet;02.01.2014 05:30;711;840;0;2;12322;;62.39
Klett - Studentersamfunnet;02.01.2014 05:35;584;840;0;5;12322;;75.96
Klett - Studentersamfunnet;02.01.2014 05:40;597;840;0;8;12322;;74.30
Klett - Studentersamfunnet;02.01.2014 05:45;620;840;0;5;12322;;71.55
Klett - Studentersamfunnet;02.01.2014 05:50;613;840;0;7;12322;;72.36
Klett - Studentersamfunnet;02.01.2014 05:55;624;840;0;8;12322;;71.09
Klett - Studentersamfunnet;02.01.2014 06:00;643;840;0;4;12322;;68.99
Klett - Studentersamfunnet;02.01.2014 06:05;594;840;0;12;12322;;74.68
Klett - Studentersamfunnet;02.01.2014 06:10;590;840;0;15;12322;;75.19
Klett - Studentersamfunnet;02.01.2014 06:15;613;840;0;22;12322;;72.36
Klett - Studentersamfunnet;02.01.2014 06:20;638;840;0;26;12322;;69.53
Klett - Studentersamfunnet;02.01.2014 06:25;633;840;0;33;12322;;70.08
Klett - Studentersamfunnet;02.01.2014 06:30;656;840;0;39;12322;;67.62
Klett - Studentersamfunnet;02.01.2014 06:35;691;840;0;40;12322;;64.20
Klett - Studentersamfunnet;02.01.2014 06:40;655;840;0;38;12322;;67.72
Klett - Studentersamfunnet;02.01.2014 06:45;694;840;0;42;12322;;63.92
Klett - Studentersamfunnet;02.01.2014 06:50;680;840;0;28;12322;;65.23
Klett - Studentersamfunnet;02.01.2014 06:55;710;840;0;33;12322;;62.48
Klett - Studentersamfunnet;02.01.2014 07:00;668;840;0;28;12322;;66.41
Klett - Studentersamfunnet;02.01.2014 07:05;708;840;0;29;12322;;62.65
Klett - Studentersamfunnet;02.01.2014 07:10;747;840;0;32;12322;;59.38
Klett - Studentersamfunnet;02.01.2014 07:15;702;840;0;32;12322;;63.19
Klett - Studentersamfunnet;02.01.2014 07:20;760;840;0;38;12322;;58.37
Klett - Studentersamfunnet;02.01.2014 07:25;788;840;0;41;12322;;56.29
Klett - Studentersamfunnet;02.01.2014 07:30;773;840;0;45;12322;;57.39
Klett - Studentersamfunnet;02.01.2014 07:35;810;840;0;37;12322;;54.76
Klett - Studentersamfunnet;02.01.2014 07:40;826;840;0;37;12322;;53.70
Klett - Studentersamfunnet;02.01.2014 07:45;865;840;25;37;12322;;51.28
Klett - Studentersamfunnet;02.01.2014 07:50;847;840;7;36;12322;;52.37
Klett - Studentersamfunnet;02.01.2014 07:55;814;840;0;28;12322;;54.50
Klett - Studentersamfunnet;02.01.2014 08:00;793;840;0;22;12322;;55.94
Klett - Studentersamfunnet;02.01.2014 08:05;710;840;0;26;12322;;62.48
Klett - Studentersamfunnet;02.01.2014 08:10;754;840;0;23;12322;;58.83
Klett - Studentersamfunnet;02.01.2014 08:15;761;840;0;27;12322;;58.29
Klett - Studentersamfunnet;02.01.2014 08:20;717;840;0;31;12322;;61.87
Klett - Studentersamfunnet;02.01.2014 08:25;680;840;0;24;12322;;65.23
Klett - Studentersamfunnet;02.01.2014 08:30;723;840;0;22;12322;;61.35
Klett - Studentersamfunnet;02.01.2014 08:35;705;840;0;14;12322;;62.92
Klett - Studentersamfunnet;02.01.2014 08:40;702;840;0;20;12322;;63.19
Klett - Studentersamfunnet;02.01.2014 08:45;720;840;0;23;12322;;61.61
Klett - Studentersamfunnet;02.01.2014 08:50;674;840;0;23;12322;;65.81
Klett - Studentersamfunnet;02.01.2014 08:55;662;840;0;15;12322;;67.01
Klett - Studentersamfunnet;02.01.2014 09:00;706;840;0;17;12322;;62.83
Klett - Studentersamfunnet;02.01.2014 09:05;725;840;0;20;12322;;61.19
Klett - Studentersamfunnet;02.01.2014 09:10;698;840;0;20;12322;;63.55
Klett - Studentersamfunnet;02.01.2014 09:15;696;840;0;16;12322;;63.73
Klett - Studentersamfunnet;02.01.2014 09:20;699;840;0;13;12322;;63.46
Klett - Studentersamfunnet;02.01.2014 09:25;694;840;0;18;12322;;63.92
Klett - Studentersamfunnet;02.01.2014 09:30;715;840;0;16;12322;;62.04
Klett - Studentersamfunnet;02.01.2014 09:35;712;840;0;17;12322;;62.30
Klett - Studentersamfunnet;02.01.2014 09:40;729;840;0;10;12322;;60.85
Klett - Studentersamfunnet;02.01.2014 09:45;742;840;0;19;12322;;59.78
Klett - Studentersamfunnet;02.01.2014 09:50;699;840;0;20;12322;;63.46
Klett - Studentersamfunnet;02.01.2014 09:55;710;840;0;12;12322;;62.48
Klett - Studentersamfunnet;02.01.2014 10:00;718;840;0;18;12322;;61.78
Klett - Studentersamfunnet;02.01.2014 10:05;702;840;0;16;12322;;63.19
Klett - Studentersamfunnet;02.01.2014 10:10;714;840;0;14;12322;;62.13
Klett - Studentersamfunnet;02.01.2014 10:15;733;840;0;19;12322;;60.52
Klett - Studentersamfunnet;02.01.2014 10:20;708;840;0;18;12322;;62.65
Klett - Studentersamfunnet;02.01.2014 10:25;693;840;0;17;12322;;64.01
Klett - Studentersamfunnet;02.01.2014 10:30;708;840;0;17;12322;;62.65
Klett - Studentersamfunnet;02.01.2014 10:35;711;840;0;22;12322;;62.39
Klett - Studentersamfunnet;02.01.2014 10:40;696;840;0;16;12322;;63.73
Klett - Studentersamfunnet;02.01.2014 10:45;688;840;0;12;12322;;64.48
Klett - Studentersamfunnet;02.01.2014 10:50;686;840;0;12;12322;;64.66
Klett - Studentersamfunnet;02.01.2014 10:55;703;840;0;20;12322;;63.10
Klett - Studentersamfunnet;02.01.2014 11:00;725;840;0;19;12322;;61.19
Klett - Studentersamfunnet;02.01.2014 11:05;700;840;0;14;12322;;63.37
Klett - Studentersamfunnet;02.01.2014 11:10;665;840;0;15;12322;;66.71
Klett - Studentersamfunnet;02.01.2014 11:15;710;840;0;18;12322;;62.48
Klett - Studentersamfunnet;02.01.2014 11:20;696;840;0;18;12322;;63.73
Klett - Studentersamfunnet;02.01.2014 11:25;695;840;0;17;12322;;63.83
Klett - Studentersamfunnet;02.01.2014 11:30;699;840;0;21;12322;;63.46
Klett - Studentersamfunnet;02.01.2014 11:35;697;840;0;12;12322;;63.64
Klett - Studentersamfunnet;02.01.2014 11:40;726;840;0;22;12322;;61.10
Klett - Studentersamfunnet;02.01.2014 11:45;678;840;0;17;12322;;65.43
Klett - Studentersamfunnet;02.01.2014 11:50;746;840;0;21;12322;;59.46
Klett - Studentersamfunnet;02.01.2014 11:55;782;840;0;23;12322;;56.73
Klett - Studentersamfunnet;02.01.2014 12:00;750;840;0;21;12322;;59.15
Klett - Studentersamfunnet;02.01.2014 12:05;759;840;0;19;12322;;58.44
Klett - Studentersamfunnet;02.01.2014 12:10;695;840;0;23;12322;;63.83
Klett - Studentersamfunnet;02.01.2014 12:15;738;840;0;26;12322;;60.11
Klett - Studentersamfunnet;02.01.2014 12:20;773;840;0;21;12322;;57.39
Klett - Studentersamfunnet;02.01.2014 12:25;725;840;0;17;12322;;61.19
Klett - Studentersamfunnet;02.01.2014 12:30;694;840;0;19;12322;;63.92
Klett - Studentersamfunnet;02.01.2014 12:35;715;840;0;19;12322;;62.04
Klett - Studentersamfunnet;02.01.2014 12:40;693;840;0;19;12322;;64.01
Klett - Studentersamfunnet;02.01.2014 12:45;698;840;0;17;12322;;63.55
Klett - Studentersamfunnet;02.01.2014 12:50;739;840;0;14;12322;;60.03
Klett - Studentersamfunnet;02.01.2014 12:55;744;840;0;19;12322;;59.62
Klett - Studentersamfunnet;02.01.2014 13:00;688;840;0;16;12322;;64.48
Klett - Studentersamfunnet;02.01.2014 13:05;690;840;0;18;12322;;64.29
Klett - Studentersamfunnet;02.01.2014 13:10;719;840;0;20;12322;;61.70
Klett - Studentersamfunnet;02.01.2014 13:15;732;840;0;19;12322;;60.60
Klett - Studentersamfunnet;02.01.2014 13:20;754;840;0;18;12322;;58.83
Klett - Studentersamfunnet;02.01.2014 13:25;742;840;0;26;12322;;59.78
Klett - Studentersamfunnet;02.01.2014 13:30;728;840;0;23;12322;;60.93
Klett - Studentersamfunnet;02.01.2014 13:35;737;840;0;20;12322;;60.19
Klett - Studentersamfunnet;02.01.2014 13:40;732;840;0;23;12322;;60.60
Klett - Studentersamfunnet;02.01.2014 13:45;712;840;0;21;12322;;62.30
Klett - Studentersamfunnet;02.01.2014 13:50;677;840;0;19;12322;;65.52
Klett - Studentersamfunnet;02.01.2014 13:55;739;840;0;14;12322;;60.03
Klett - Studentersamfunnet;02.01.2014 14:00;711;840;0;20;12322;;62.39
Klett - Studentersamfunnet;02.01.2014 14:05;717;840;0;16;12322;;61.87
Klett - Studentersamfunnet;02.01.2014 14:10;701;840;0;18;12322;;63.28
Klett - Studentersamfunnet;02.01.2014 14:15;720;840;0;17;12322;;61.61
Klett - Studentersamfunnet;02.01.2014 14:20;724;840;0;18;12322;;61.27
Klett - Studentersamfunnet;02.01.2014 14:25;721;840;0;17;12322;;61.52
Klett - Studentersamfunnet;02.01.2014 14:30;700;840;0;16;12322;;63.37
Klett - Studentersamfunnet;02.01.2014 14:35;708;840;0;15;12322;;62.65
Klett - Studentersamfunnet;02.01.2014 14:40;716;840;0;21;12322;;61.95
Klett - Studentersamfunnet;02.01.2014 14:45;732;840;0;21;12322;;60.60
Klett - Studentersamfunnet;02.01.2014 14:50;703;840;0;14;12322;;63.10
Klett - Studentersamfunnet;02.01.2014 14:55;721;840;0;23;12322;;61.52
Klett - Studentersamfunnet;02.01.2014 15:00;729;840;0;15;12322;;60.85
Klett - Studentersamfunnet;02.01.2014 15:05;715;840;0;16;12322;;62.04
Klett - Studentersamfunnet;02.01.2014 15:10;718;840;0;19;12322;;61.78
Klett - Studentersamfunnet;02.01.2014 15:15;742;840;0;23;12322;;59.78
Klett - Studentersamfunnet;02.01.2014 15:20;765;840;0;19;12322;;57.99
Klett - Studentersamfunnet;02.01.2014 15:25;698;840;0;22;12322;;63.55
Klett - Studentersamfunnet;02.01.2014 15:30;735;840;0;21;12322;;60.35
Klett - Studentersamfunnet;02.01.2014 15:35;787;840;0;15;12322;;56.36
Klett - Studentersamfunnet;02.01.2014 15:40;781;840;0;20;12322;;56.80
Klett - Studentersamfunnet;02.01.2014 15:45;748;840;0;27;12322;;59.30
Klett - Studentersamfunnet;02.01.2014 15:50;771;840;0;22;12322;;57.53
Klett - Studentersamfunnet;02.01.2014 15:55;795;840;0;25;12322;;55.80
Klett - Studentersamfunnet;02.01.2014 16:00;781;840;0;18;12322;;56.80
Klett - Studentersamfunnet;02.01.2014 16:05;753;840;0;18;12322;;58.91
Klett - Studentersamfunnet;02.01.2014 16:10;741;840;0;22;12322;;59.86
Klett - Studentersamfunnet;02.01.2014 16:15;757;840;0;26;12322;;58.60
Klett - Studentersamfunnet;02.01.2014 16:20;727;840;0;17;12322;;61.02
Klett - Studentersamfunnet;02.01.2014 16:25;768;840;0;23;12322;;57.76
Klett - Studentersamfunnet;02.01.2014 16:30;732;840;0;15;12322;;60.60
Klett - Studentersamfunnet;02.01.2014 16:35;705;840;0;18;12322;;62.92
Klett - Studentersamfunnet;02.01.2014 16:40;713;840;0;19;12322;;62.21
Klett - Studentersamfunnet;02.01.2014 16:45;708;840;0;21;12322;;62.65
Klett - Studentersamfunnet;02.01.2014 16:50;678;840;0;23;12322;;65.43
Klett - Studentersamfunnet;02.01.2014 16:55;653;840;0;14;12322;;67.93
Klett - Studentersamfunnet;02.01.2014 17:00;698;840;0;10;12322;;63.55
Klett - Studentersamfunnet;02.01.2014 17:05;703;840;0;13;12322;;63.10
Klett - Studentersamfunnet;02.01.2014 17:10;682;840;0;15;12322;;65.04
Klett - Studentersamfunnet;02.01.2014 17:15;677;840;0;19;12322;;65.52
Klett - Studentersamfunnet;02.01.2014 17:20;681;840;0;15;12322;;65.14
Klett - Studentersamfunnet;02.01.2014 17:25;705;840;0;17;12322;;62.92
Klett - Studentersamfunnet;02.01.2014 17:30;724;840;0;19;12322;;61.27
Klett - Studentersamfunnet;02.01.2014 17:35;691;840;0;12;12322;;64.20
Klett - Studentersamfunnet;02.01.2014 17:40;720;840;0;17;12322;;61.61
Klett - Studentersamfunnet;02.01.2014 17:45;731;840;0;21;12322;;60.68
Klett - Studentersamfunnet;02.01.2014 17:50;669;840;0;17;12322;;66.31
Klett - Studentersamfunnet;02.01.2014 17:55;724;840;0;12;12322;;61.27
Klett - Studentersamfunnet;02.01.2014 18:00;658;840;0;13;12322;;67.42
Klett - Studentersamfunnet;02.01.2014 18:05;666;840;0;10;12322;;66.61
Klett - Studentersamfunnet;02.01.2014 18:10;699;840;0;17;12322;;63.46
Klett - Studentersamfunnet;02.01.2014 18:15;659;840;0;11;12322;;67.31
Klett - Studentersamfunnet;02.01.2014 18:20;652;840;0;13;12322;;68.04
Klett - Studentersamfunnet;02.01.2014 18:25;650;840;0;17;12322;;68.24
Klett - Studentersamfunnet;02.01.2014 18:30;650;840;0;13;12322;;68.24
Klett - Studentersamfunnet;02.01.2014 18:35;711;840;0;12;12322;;62.39
Klett - Studentersamfunnet;02.01.2014 18:40;675;840;0;14;12322;;65.72
Klett - Studentersamfunnet;02.01.2014 18:45;656;840;0;13;12322;;67.62
Klett - Studentersamfunnet;02.01.2014 18:50;686;840;0;10;12322;;64.66
Klett - Studentersamfunnet;02.01.2014 18:55;649;840;0;10;12322;;68.35
Klett - Studentersamfunnet;02.01.2014 19:00;650;840;0;9;12322;;68.24
Klett - Studentersamfunnet;02.01.2014 19:05;638;840;0;10;12322;;69.53
Klett - Studentersamfunnet;02.01.2014 19:10;637;840;0;7;12322;;69.64
Klett - Studentersamfunnet;02.01.2014 19:15;691;840;0;11;12322;;64.20
Klett - Studentersamfunnet;02.01.2014 19:20;686;840;0;13;12322;;64.66
Klett - Studentersamfunnet;02.01.2014 19:25;666;840;0;10;12322;;66.61
Klett - Studentersamfunnet;02.01.2014 19:30;641;840;0;12;12322;;69.20
Klett - Studentersamfunnet;02.01.2014 19:35;681;840;0;12;12322;;65.14
Klett - Studentersamfunnet;02.01.2014 19:40;647;840;0;14;12322;;68.56
Klett - Studentersamfunnet;02.01.2014 19:45;659;840;0;13;12322;;67.31
Klett - Studentersamfunnet;02.01.2014 19:50;708;840;0;12;12322;;62.65
Klett - Studentersamfunnet;02.01.2014 19:55;628;840;0;8;12322;;70.64
Klett - Studentersamfunnet;02.01.2014 20:00;657;840;0;9;12322;;67.52
Klett - Studentersamfunnet;02.01.2014 20:05;645;840;0;14;12322;;68.77
Klett - Studentersamfunnet;02.01.2014 20:10;660;840;0;11;12322;;67.21
Klett - Studentersamfunnet;02.01.2014 20:15;620;840;0;7;12322;;71.55
Klett - Studentersamfunnet;02.01.2014 20:20;658;840;0;11;12322;;67.42
Klett - Studentersamfunnet;02.01.2014 20:25;637;840;0;14;12322;;69.64
Klett - Studentersamfunnet;02.01.2014 20:30;673;840;0;6;12322;;65.91
Klett - Studentersamfunnet;02.01.2014 20:35;715;840;0;9;12322;;62.04
Klett - Studentersamfunnet;02.01.2014 20:40;662;840;0;10;12322;;67.01
Klett - Studentersamfunnet;02.01.2014 20:45;645;840;0;6;12322;;68.77
Klett - Studentersamfunnet;02.01.2014 20:50;662;840;0;12;12322;;67.01
Klett - Studentersamfunnet;02.01.2014 20:55;659;840;0;8;12322;;67.31
Klett - Studentersamfunnet;02.01.2014 21:00;688;840;0;8;12322;;64.48
Klett - Studentersamfunnet;02.01.2014 21:05;661;840;0;7;12322;;67.11
Klett - Studentersamfunnet;02.01.2014 21:10;659;840;0;6;12322;;67.31
Klett - Studentersamfunnet;02.01.2014 21:15;663;840;0;10;12322;;66.91
Klett - Studentersamfunnet;02.01.2014 21:20;635;840;0;8;12322;;69.86
Klett - Studentersamfunnet;02.01.2014 21:25;621;840;0;7;12322;;71.43
Klett - Studentersamfunnet;02.01.2014 21:30;639;840;0;6;12322;;69.42
Klett - Studentersamfunnet;02.01.2014 21:35;622;840;0;3;12322;;71.32
Klett - Studentersamfunnet;02.01.2014 21:40;689;840;0;5;12322;;64.38
Klett - Studentersamfunnet;02.01.2014 21:45;638;840;0;5;12322;;69.53
Klett - Studentersamfunnet;02.01.2014 21:50;635;840;0;5;12322;;69.86
Klett - Studentersamfunnet;02.01.2014 21:55;675;840;0;4;12322;;65.72
Klett - Studentersamfunnet;02.01.2014 22:00;690;840;0;7;12322;;64.29
Klett - Studentersamfunnet;02.01.2014 22:05;616;840;0;6;12322;;72.01
Klett - Studentersamfunnet;02.01.2014 22:10;660;840;0;6;12322;;67.21
Klett - Studentersamfunnet;02.01.2014 22:15;642;840;0;6;12322;;69.10
Klett - Studentersamfunnet;02.01.2014 22:20;619;840;0;3;12322;;71.66
Klett - Studentersamfunnet;02.01.2014 22:25;608;840;0;4;12322;;72.96
Klett - Studentersamfunnet;02.01.2014 22:30;626;840;0;5;12322;;70.86
Klett - Studentersamfunnet;02.01.2014 22:35;616;840;0;5;12322;;72.01
Klett - Studentersamfunnet;02.01.2014 22:40;621;840;0;4;12322;;71.43
Klett - Studentersamfunnet;02.01.2014 22:45;615;840;0;4;12322;;72.13
Klett - Studentersamfunnet;02.01.2014 22:50;653;840;0;3;12322;;67.93
Klett - Studentersamfunnet;02.01.2014 22:55;621;840;0;5;12322;;71.43
Klett - Studentersamfunnet;02.01.2014 23:00;618;840;0;3;12322;;71.78
Klett - Studentersamfunnet;02.01.2014 23:05;670;840;0;2;12322;;66.21
Klett - Studentersamfunnet;02.01.2014 23:10;692;840;0;4;12322;;64.10
Klett - Studentersamfunnet;02.01.2014 23:15;605;840;0;3;12322;;73.32
Klett - Studentersamfunnet;02.01.2014 23:20;692;840;0;2;12322;;64.10
Klett - Studentersamfunnet;02.01.2014 23:25;659;840;0;1;12322;;67.31
Klett - Studentersamfunnet;02.01.2014 23:30;731;840;0;2;12322;;60.68
Klett - Studentersamfunnet;02.01.2014 23:35;584;840;0;3;12322;;75.96
Klett - Studentersamfunnet;02.01.2014 23:40;673;840;0;1;12322;;65.91
Klett - Studentersamfunnet;02.01.2014 23:45;620;840;0;1;12322;;71.55
Klett - Studentersamfunnet;02.01.2014 23:50;583;840;0;3;12322;;76.09
Klett - Studentersamfunnet;02.01.2014 23:55;581;840;0;3;12322;;76.35
Klett - Studentersamfunnet;03.01.2014 00:00;744;840;0;0;12322;;59.62
Klett - Studentersamfunnet;03.01.2014 00:05;585;840;0;2;12322;;75.83
Klett - Studentersamfunnet;03.01.2014 00:10;754;840;0;1;12322;;58.83
Klett - Studentersamfunnet;03.01.2014 00:15;613;840;0;2;12322;;72.36
Klett - Studentersamfunnet;03.01.2014 00:20;840;840;0;0;12322;;52.81
Klett - Studentersamfunnet;03.01.2014 00:25;591;840;0;1;12322;;75.06
Klett - Studentersamfunnet;03.01.2014 00:30;646;840;0;3;12322;;68.67
Klett - Studentersamfunnet;03.01.2014 00:35;595;840;0;5;12322;;74.55
Klett - Studentersamfunnet;03.01.2014 00:40;623;840;0;2;12322;;71.20
Klett - Studentersamfunnet;03.01.2014 00:45;477;840;0;0;12322;;93.00
Klett - Studentersamfunnet;03.01.2014 00:50;840;840;0;0;12322;;52.81
Klett - Studentersamfunnet;03.01.2014 00:55;677;840;0;2;12322;;65.52
Klett - Studentersamfunnet;03.01.2014 01:00;510;840;0;1;12322;;86.98
Klett - Studentersamfunnet;03.01.2014 01:05;726;840;0;0;12322;;61.10
Klett - Studentersamfunnet;03.01.2014 01:10;612;840;0;2;12322;;72.48
Klett - Studentersamfunnet;03.01.2014 01:15;703;840;0;0;12322;;63.10
Klett - Studentersamfunnet;03.01.2014 01:20;840;840;0;0;12322;;52.81
Klett - Studentersamfunnet;03.01.2014 01:25;717;840;0;0;12322;;61.87
Klett - Studentersamfunnet;03.01.2014 01:30;724;840;0;1;12322;;61.27
Klett - Studentersamfunnet;03.01.2014 01:35;689;840;0;0;12322;;64.38
Klett - Studentersamfunnet;03.01.2014 01:40;708;840;0;0;12322;;62.65
Klett - Studentersamfunnet;03.01.2014 01:45;708;840;0;0;12322;;62.65
Klett - Studentersamfunnet;03.01.2014 01:50;556;840;0;1;12322;;79.78
Klett - Studentersamfunnet;03.01.2014 01:55;606;840;0;2;12322;;73.20
Klett - Studentersamfunnet;03.01.2014 02:00;608;840;0;0;12322;;72.96
Klett - Studentersamfunnet;03.01.2014 02:05;683;840;0;0;12322;;64.95
Klett - Studentersamfunnet;03.01.2014 02:10;526;840;0;0;12322;;84.33
Klett - Studentersamfunnet;03.01.2014 02:15;840;840;0;0;12322;;52.81
Klett - Studentersamfunnet;03.01.2014 02:20;669;840;0;1;12322;;66.31
Klett - Studentersamfunnet;03.01.2014 02:25;753;840;0;0;12322;;58.91
Klett - Studentersamfunnet;03.01.2014 02:30;733;840;0;0;12322;;60.52
Klett - Studentersamfunnet;03.01.2014 02:35;613;840;0;1;12322;;72.36
Klett - Studentersamfunnet;03.01.2014 02:40;733;840;0;0;12322;;60.52
Klett - Studentersamfunnet;03.01.2014 02:45;740;840;0;0;12322;;59.94
Klett - Studentersamfunnet;03.01.2014 02:50;784;840;0;1;12322;;56.58
Klett - Studentersamfunnet;03.01.2014 02:55;724;840;0;0;12322;;61.27
Klett - Studentersamfunnet;03.01.2014 03:00;719;840;0;1;12322;;61.70
Klett - Studentersamfunnet;03.01.2014 03:05;728;840;0;0;12322;;60.93
Klett - Studentersamfunnet;03.01.2014 03:10;840;840;0;0;12322;;52.81
Klett - Studentersamfunnet;03.01.2014 03:15;711;840;0;0;12322;;62.39
Klett - Studentersamfunnet;03.01.2014 03:20;705;840;0;1;12322;;62.92
Klett - Studentersamfunnet;03.01.2014 03:25;597;840;0;2;12322;;74.30
Klett - Studentersamfunnet;03.01.2014 03:30;579;840;0;1;12322;;76.61
Klett - Studentersamfunnet;03.01.2014 03:35;661;840;0;0;12322;;67.11
Klett - Studentersamfunnet;03.01.2014 03:40;694;840;0;0;12322;;63.92
Klett - Studentersamfunnet;03.01.2014 03:45;724;840;0;1;12322;;61.27
Klett - Studentersamfunnet;03.01.2014 03:50;727;840;0;1;12322;;61.02
Klett - Studentersamfunnet;03.01.2014 03:55;727;840;0;0;12322;;61.02
Klett - Studentersamfunnet;03.01.2014 04:00;706;840;0;0;12322;;62.83
Klett - Studentersamfunnet;03.01.2014 04:05;731;840;0;0;12322;;60.68
Klett - Studentersamfunnet;03.01.2014 04:10;750;840;0;1;12322;;59.15
Klett - Studentersamfunnet;03.01.2014 04:15;694;840;0;1;12322;;63.92
Klett - Studentersamfunnet;03.01.2014 04:20;603;840;0;1;12322;;73.56
Klett - Studentersamfunnet;03.01.2014 04:25;633;840;0;2;12322;;70.08
Klett - Studentersamfunnet;03.01.2014 04:30;732;840;0;1;12322;;60.60
Klett - Studentersamfunnet;03.01.2014 04:35;721;840;0;1;12322;;61.52
Klett - Studentersamfunnet;03.01.2014 04:40;591;840;0;1;12322;;75.06
Klett - Studentersamfunnet;03.01.2014 04:45;570;840;0;3;12322;;77.82
Klett - Studentersamfunnet;03.01.2014 04:50;549;840;0;2;12322;;80.80
Klett - Studentersamfunnet;03.01.2014 04:55;644;840;0;2;12322;;68.88
Klett - Studentersamfunnet;03.01.2014 05:00;619;840;0;4;12322;;71.66
Klett - Studentersamfunnet;03.01.2014 05:05;624;840;0;2;12322;;71.09
Klett - Studentersamfunnet;03.01.2014 05:10;638;840;0;2;12322;;69.53
Klett - Studentersamfunnet;03.01.2014 05:15;708;840;0;0;12322;;62.65
Klett - Studentersamfunnet;03.01.2014 05:20;643;840;0;3;12322;;68.99
Klett - Studentersamfunnet;03.01.2014 05:25;626;840;0;5;12322;;70.86
Klett - Studentersamfunnet;03.01.2014 05:30;606;840;0;4;12322;;73.20
Klett - Studentersamfunnet;03.01.2014 05:35;600;840;0;6;12322;;73.93
Klett - Studentersamfunnet;03.01.2014 05:40;602;840;0;7;12322;;73.69
Klett - Studentersamfunnet;03.01.2014 05:45;594;840;0;9;12322;;74.68
